TIME;GEO;GEO_LABEL;MED_AGE_MOTHER;TOT_FER_RT;NET_MIGRAT_RT;BIRTH_RT;DEATH_RT;INF_MORT_RT;GDP_HAB_INDEX;EDU_LOW;EDU_HIGH;MED_AGE_MOTHER_DIFF;TOT_FER_RT_DIFF;NET_MIGRAT_RT_DIFF;BIRTH_RT_DIFF;DEATH_RT_DIFF;INF_MORT_RT_DIFF;GDP_HAB_INDEX_DIFF;EDU_LOW_DIFF;EDU_HIGH_DIFF;MIG_CHANGE
2007;FRJ1;Languedoc-Roussillon;29.7;1.91;6;11.5;9.4;3.6;0;22.1;42;-0.1;-0.01;-2.2;-0.2;0;0.1;NAN;-7.8;14;HIGHER
2008;FRJ1;Languedoc-Roussillon;29.8;1.96;9.1;11.7;9.6;3.7;0;23.9;40.6;0.1;0.05;3.1;0.2;0.2;0.1;NAN;1.8;-1.4;LOWER
2009;FRJ1;Languedoc-Roussillon;29.8;1.96;7.9;11.6;9.7;4.5;0;20.1;40.3;0;0;-1.2;-0.1;0.1;0.8;NAN;-3.8;-0.3;HIGHER
2010;FRJ1;Languedoc-Roussillon;29.9;1.97;10.9;11.5;9.7;3.7;0;19.2;32.6;0.1;0.01;3;-0.1;0;-0.8;NAN;-0.9;-7.7;LOWER
2011;FRJ1;Languedoc-Roussillon;30;1.97;9.3;11.5;9.6;3.4;0;22.8;34.5;0.1;0;-1.6;0;-0.1;-0.3;NAN;3.6;1.9;HIGHER
2012;FRJ1;Languedoc-Roussillon;30;1.94;9.6;11.2;9.9;3.1;0;20;37.7;0;-0.03;0.3;-0.3;0.3;-0.3;NAN;-2.8;3.2;LOWER
2013;FRJ1;Languedoc-Roussillon;30.1;1.94;6.5;11.1;9.7;3.7;0;19.5;36.8;0.1;0;-3.1;-0.1;-0.2;0.6;NAN;-0.5;-0.9;LOWER
2014;FRJ1;Languedoc-Roussillon;30.2;1.91;6.3;10.9;9.6;3.3;0;20.2;33.4;0.1;-0.03;-0.2;-0.2;-0.1;-0.4;NAN;0.7;-3.4;HIGHER
2015;FRJ1;Languedoc-Roussillon;30.3;1.89;6.8;10.7;10.1;2.5;84;20.1;39.3;0.1;-0.02;0.5;-0.2;0.5;-0.8;NAN;-0.1;5.9;LOWER
2016;FRJ1;Languedoc-Roussillon;30.5;1.85;5.6;10.4;10.2;2.9;85;16.8;40.2;0.2;-0.04;-1.2;-0.3;0.1;0.4;1;-3.3;0.9;LOWER
2017;FRJ1;Languedoc-Roussillon;30.6;1.8;5.3;10.1;10.3;3;84;20.7;36.5;0.1;-0.05;-0.3;-0.3;0.1;0.1;-1;3.9;-3.7;UNKNOWN
2000;FRJ2;Midi-Pyrénées;30;1.7;10.7;11.4;10.2;3.6;0;19.6;27.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRJ2;Midi-Pyrénées;30;1.7;11.3;11.2;10;3.9;0;18.5;29.7;0;0;0.6;-0.2;-0.2;0.3;NAN;-1.1;2.5;HIGHER
2002;FRJ2;Midi-Pyrénées;30.1;1.68;11.4;10.9;10;3.4;0;18.8;30.9;0.1;-0.02;0.1;-0.3;0;-0.5;NAN;0.3;1.2;LOWER
2003;FRJ2;Midi-Pyrénées;30.2;1.69;11.4;10.8;10;3.5;0;16.7;34.4;0.1;0.01;0;-0.1;0;0.1;NAN;-2.1;3.5;HIGHER
2004;FRJ2;Midi-Pyrénées;30.3;1.7;11.5;10.8;9.2;3.5;0;17.9;33.4;0.1;0.01;0.1;0;-0.8;0;NAN;1.2;-1;LOWER
2005;FRJ2;Midi-Pyrénées;30.5;1.74;11;10.9;9.6;3.5;0;19.5;35;0.2;0.04;-0.5;0.1;0.4;0;NAN;1.6;1.6;LOWER
2006;FRJ2;Midi-Pyrénées;30.3;1.83;9.8;11.3;9.1;3.4;0;16.2;43.1;-0.2;0.09;-1.2;0.4;-0.5;-0.1;NAN;-3.3;8.1;LOWER
2007;FRJ2;Midi-Pyrénées;30.3;1.83;7.8;11.1;9;3;0;14.5;45.5;0;0;-2;-0.2;-0.1;-0.4;NAN;-1.7;2.4;LOWER
2008;FRJ2;Midi-Pyrénées;30.3;1.86;6.6;11.2;9.2;3;0;11.2;45.4;0;0.03;-1.2;0.1;0.2;0;NAN;-3.3;-0.1;LOWER
2009;FRJ2;Midi-Pyrénées;30.3;1.84;4.8;11;9.2;4;0;10.9;43.6;0;-0.02;-1.8;-0.2;0;1;NAN;-0.3;-1.8;HIGHER
2010;FRJ2;Midi-Pyrénées;30.4;1.86;5.7;11.1;9.3;3.7;0;8.5;47.5;0.1;0.02;0.9;0.1;0.1;-0.3;NAN;-2.4;3.9;HIGHER
2011;FRJ2;Midi-Pyrénées;30.4;1.86;5.9;11.1;9;2.9;0;12.4;55.5;0;0;0.2;0;-0.3;-0.8;NAN;3.9;8;HIGHER
2012;FRJ2;Midi-Pyrénées;30.6;1.88;7.7;11.1;9.5;3.2;0;8.7;53.8;0.2;0.02;1.8;0;0.5;0.3;NAN;-3.7;-1.7;LOWER
2013;FRJ2;Midi-Pyrénées;30.6;1.82;7;10.7;9.3;2.4;0;7.5;58;0;-0.06;-0.7;-0.4;-0.2;-0.8;NAN;-1.2;4.2;LOWER
2014;FRJ2;Midi-Pyrénées;30.7;1.84;5.8;10.8;9.2;2.7;0;7.5;60.5;0.1;0.02;-1.2;0.1;-0.1;0.3;NAN;0;2.5;LOWER
2015;FRJ2;Midi-Pyrénées;30.9;1.78;3.7;10.4;9.6;3;104;11;50;0.2;-0.06;-2.1;-0.4;0.4;0.3;NAN;3.5;-10.5;HIGHER
2016;FRJ2;Midi-Pyrénées;31;1.74;4.5;10.2;9.6;3.2;105;9.9;52.5;0.1;-0.04;0.8;-0.2;0;0.2;1;-1.1;2.5;LOWER
2017;FRJ2;Midi-Pyrénées;31.1;1.7;4.2;10;9.9;3.3;104;7.7;48.7;0.1;-0.04;-0.3;-0.2;0.3;0.1;-1;-2.2;-3.8;UNKNOWN
2000;FRK;Auvergne - Rhône-Alpes;29.6;1.84;4;12.8;8.7;3.7;0;24.7;27.5;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRK;Auvergne - Rhône-Alpes;29.7;1.85;4.1;12.7;8.6;4.2;0;21.9;30.4;0.1;0.01;0.1;-0.1;-0.1;0.5;NAN;-2.8;2.9;HIGHER
2002;FRK;Auvergne - Rhône-Alpes;29.8;1.85;4.2;12.5;8.6;3.7;0;19.6;33.3;0.1;0;0.1;-0.2;0;-0.5;NAN;-2.3;2.9;LOWER
2003;FRK;Auvergne - Rhône-Alpes;29.9;1.88;4.2;12.5;8.7;3.5;0;17.2;35.7;0.1;0.03;0;0;0.1;-0.2;NAN;-2.4;2.4;HIGHER
2004;FRK;Auvergne - Rhône-Alpes;30;1.9;4.3;12.5;8;3.1;0;17.2;35.4;0.1;0.02;0.1;0;-0.7;-0.4;NAN;0;-0.3;LOWER
2005;FRK;Auvergne - Rhône-Alpes;30;1.93;4.1;12.6;8.3;3.3;0;18.5;34.9;0;0.03;-0.2;0.1;0.3;0.2;NAN;1.3;-0.5;LOWER
2006;FRK;Auvergne - Rhône-Alpes;30;1.99;1.6;12.8;7.9;3.2;0;17.7;38.3;0;0.06;-2.5;0.2;-0.4;-0.1;NAN;-0.8;3.4;HIGHER
2007;FRK;Auvergne - Rhône-Alpes;30;1.96;2.6;12.6;8;3.2;0;17.1;44.2;0;-0.03;1;-0.2;0.1;0;NAN;-0.6;5.9;HIGHER
2008;FRK;Auvergne - Rhône-Alpes;30;2.01;3.3;12.7;8.1;3.4;0;17.6;42.3;0;0.05;0.7;0.1;0.1;0.2;NAN;0.5;-1.9;HIGHER
2009;FRK;Auvergne - Rhône-Alpes;30;2;3.6;12.6;8.2;3.3;0;15.9;43.5;0;-0.01;0.3;-0.1;0.1;-0.1;NAN;-1.7;1.2;LOWER
2010;FRK;Auvergne - Rhône-Alpes;30.1;2.03;2.8;12.7;8.2;2.9;0;16.6;43.7;0.1;0.03;-0.8;0.1;0;-0.4;NAN;0.7;0.2;HIGHER
2011;FRK;Auvergne - Rhône-Alpes;30.2;2;3.5;12.5;8;3;0;16;44.6;0.1;-0.03;0.7;-0.2;-0.2;0.1;NAN;-0.6;0.9;HIGHER
2012;FRK;Auvergne - Rhône-Alpes;30.2;2.01;3.9;12.5;8.4;3.3;0;16.1;43.6;0;0.01;0.4;0;0.4;0.3;NAN;0.1;-1;HIGHER
2013;FRK;Auvergne - Rhône-Alpes;30.4;1.98;4.1;12.2;8.2;3.2;0;13.4;45.8;0.2;-0.03;0.2;-0.3;-0.2;-0.1;NAN;-2.7;2.2;LOWER
2014;FRK;Auvergne - Rhône-Alpes;30.5;2;3;12.3;8;3.3;0;11.8;49.4;0.1;0.02;-1.1;0.1;-0.2;0.1;NAN;-1.6;3.6;LOWER
2015;FRK;Auvergne - Rhône-Alpes;30.6;1.95;1.6;11.9;8.5;3.3;109;11.7;50;0.1;-0.05;-1.4;-0.4;0.5;0;NAN;-0.1;0.6;HIGHER
2016;FRK;Auvergne - Rhône-Alpes;30.7;1.9;2;11.6;8.5;2.8;110;11.6;48.2;0.1;-0.05;0.4;-0.3;0;-0.5;1;-0.1;-1.8;LOWER
2017;FRK;Auvergne - Rhône-Alpes;30.8;1.87;1.7;11.4;8.7;3.4;110;11.7;44.3;0.1;-0.03;-0.3;-0.2;0.2;0.6;0;0.1;-3.9;UNKNOWN
2000;FRK1;Auvergne;29.2;1.68;3.4;10.7;11.3;3.7;0;24.4;25.5;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRK1;Auvergne;29.4;1.69;3.6;10.5;11.2;4.9;0;21.2;28.6;0.2;0.01;0.2;-0.2;-0.1;1.2;NAN;-3.2;3.1;LOWER
2002;FRK1;Auvergne;29.5;1.66;3.6;10.2;11.1;3.2;0;19.1;26.6;0.1;-0.03;0;-0.3;-0.1;-1.7;NAN;-2.1;-2;LOWER
2003;FRK1;Auvergne;29.6;1.72;3.6;10.4;11.2;3.5;0;19.7;30.2;0.1;0.06;0;0.2;0.1;0.3;NAN;0.6;3.6;HIGHER
2004;FRK1;Auvergne;29.8;1.74;3.7;10.4;10.5;3.3;0;16.5;35.5;0.2;0.02;0.1;0;-0.7;-0.2;NAN;-3.2;5.3;LOWER
2005;FRK1;Auvergne;29.8;1.78;3.6;10.5;10.9;4.2;0;18.4;37.7;0;0.04;-0.1;0.1;0.4;0.9;NAN;1.9;2.2;LOWER
2006;FRK1;Auvergne;29.7;1.84;2.2;10.6;10.4;3;0;22;33.5;-0.1;0.06;-1.4;0.1;-0.5;-1.2;NAN;3.6;-4.2;LOWER
2007;FRK1;Auvergne;29.6;1.8;2.2;10.3;10.5;3.4;0;19.6;37.4;-0.1;-0.04;0;-0.3;0.1;0.4;NAN;-2.4;3.9;LOWER
2008;FRK1;Auvergne;29.7;1.83;2.1;10.3;10.8;2.9;0;15.7;44;0.1;0.03;-0.1;0;0.3;-0.5;NAN;-3.9;6.6;HIGHER
2009;FRK1;Auvergne;29.8;1.85;3.2;10.3;10.9;3.5;0;16.2;45.4;0.1;0.02;1.1;0;0.1;0.6;NAN;0.5;1.4;LOWER
2010;FRK1;Auvergne;29.7;1.91;2.9;10.5;10.9;3.5;0;12.4;40.9;-0.1;0.06;-0.3;0.2;0;0;NAN;-3.8;-4.5;HIGHER
2011;FRK1;Auvergne;29.9;1.84;3.1;10;10.6;3.5;0;13.8;35.1;0.2;-0.07;0.2;-0.5;-0.3;0;NAN;1.4;-5.8;HIGHER
2012;FRK1;Auvergne;30;1.87;3.8;10.1;11.2;3.4;0;20.2;31.5;0.1;0.03;0.7;0.1;0.6;-0.1;NAN;6.4;-3.6;LOWER
2013;FRK1;Auvergne;30;1.84;3.1;9.9;11;3.5;0;19.2;37.2;0;-0.03;-0.7;-0.2;-0.2;0.1;NAN;-1;5.7;LOWER
2014;FRK1;Auvergne;30;1.86;2.2;9.9;10.6;3.4;0;16.7;45.8;0;0.02;-0.9;0;-0.4;-0.1;NAN;-2.5;8.6;HIGHER
2015;FRK1;Auvergne;30.1;1.8;2.6;9.5;11.3;3.6;92;13.5;49.7;0.1;-0.06;0.4;-0.4;0.7;0.2;NAN;-3.2;3.9;LOWER
2016;FRK1;Auvergne;30.1;1.77;1.8;9.3;11.3;3;90;12.2;45.8;0;-0.03;-0.8;-0.2;0;-0.6;-2;-1.3;-3.9;LOWER
2017;FRK1;Auvergne;30.3;1.76;1.4;9.2;11.6;3.7;88;18.1;34.6;0.2;-0.01;-0.4;-0.1;0.3;0.7;-2;5.9;-11.2;UNKNOWN
2000;FRK2;Rhône-Alpes;29.6;1.88;4.1;13.3;8.1;3.8;0;24.8;27.9;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRK2;Rhône-Alpes;29.7;1.88;4.2;13.2;7.9;4.1;0;22.1;30.7;0.1;0;0.1;-0.1;-0.2;0.3;NAN;-2.7;2.8;HIGHER
2002;FRK2;Rhône-Alpes;29.9;1.89;4.3;13;8;3.8;0;19.7;34.5;0.2;0.01;0.1;-0.2;0.1;-0.3;NAN;-2.4;3.8;LOWER
2003;FRK2;Rhône-Alpes;30;1.91;4.3;13;8.1;3.5;0;16.7;36.8;0.1;0.02;0;0;0.1;-0.3;NAN;-3;2.3;HIGHER
2004;FRK2;Rhône-Alpes;30;1.93;4.4;13;7.4;3.1;0;17.4;35.4;0;0.02;0.1;0;-0.7;-0.4;NAN;0.7;-1.4;LOWER
2005;FRK2;Rhône-Alpes;30.1;1.96;4.2;13.1;7.7;3.2;0;18.5;34.3;0.1;0.03;-0.2;0.1;0.3;0.1;NAN;1.1;-1.1;LOWER
2006;FRK2;Rhône-Alpes;30.1;2.02;1.4;13.3;7.4;3.3;0;16.9;39.1;0;0.06;-2.8;0.2;-0.3;0.1;NAN;-1.6;4.8;HIGHER
2007;FRK2;Rhône-Alpes;30;2;2.7;13.1;7.4;3.2;0;16.5;45.7;-0.1;-0.02;1.3;-0.2;0;-0.1;NAN;-0.4;6.6;HIGHER
2008;FRK2;Rhône-Alpes;30;2.04;3.5;13.3;7.6;3.5;0;18;41.9;0;0.04;0.8;0.2;0.2;0.3;NAN;1.5;-3.8;HIGHER
2009;FRK2;Rhône-Alpes;30;2.03;3.7;13.1;7.6;3.3;0;15.9;43.1;0;-0.01;0.2;-0.2;0;-0.2;NAN;-2.1;1.2;LOWER
2010;FRK2;Rhône-Alpes;30.1;2.06;2.8;13.2;7.6;2.8;0;17.4;44.2;0.1;0.03;-0.9;0.1;0;-0.5;NAN;1.5;1.1;HIGHER
2011;FRK2;Rhône-Alpes;30.2;2.03;3.5;13;7.4;2.9;0;16.4;46.4;0.1;-0.03;0.7;-0.2;-0.2;0.1;NAN;-1;2.2;HIGHER
2012;FRK2;Rhône-Alpes;30.3;2.04;4;13;7.8;3.2;0;15.4;45.9;0.1;0.01;0.5;0;0.4;0.3;NAN;-1;-0.5;HIGHER
2013;FRK2;Rhône-Alpes;30.4;2.01;4.3;12.7;7.7;3.2;0;12.2;47.5;0.1;-0.03;0.3;-0.3;-0.1;0;NAN;-3.2;1.6;LOWER
2014;FRK2;Rhône-Alpes;30.6;2.02;3.1;12.8;7.5;3.3;0;10.9;50;0.2;0.01;-1.2;0.1;-0.2;0.1;NAN;-1.3;2.5;LOWER
2015;FRK2;Rhône-Alpes;30.7;1.98;1.3;12.4;8;3.2;112;11.4;50;0.1;-0.04;-1.8;-0.4;0.5;-0.1;NAN;0.5;0;HIGHER
2016;FRK2;Rhône-Alpes;30.8;1.93;2;12.1;7.9;2.8;114;11.4;48.6;0.1;-0.05;0.7;-0.3;-0.1;-0.4;2;0;-1.4;LOWER
2017;FRK2;Rhône-Alpes;30.9;1.89;1.7;11.8;8;3.3;114;10.5;46.2;0.1;-0.04;-0.3;-0.3;0.1;0.5;0;-0.9;-2.4;UNKNOWN
2000;FRL;Provence-Alpes-Côte d'Azur;29.7;1.82;7.2;12;9.9;4.4;0;30.7;24.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRL;Provence-Alpes-Côte d'Azur;29.8;1.85;7.4;12.1;9.7;3.3;0;31;26.7;0.1;0.03;0.2;0.1;-0.2;-1.1;NAN;0.3;2.5;HIGHER
2002;FRL;Provence-Alpes-Côte d'Azur;30;1.85;7.7;11.9;9.8;3.3;0;30.1;25.6;0.2;0;0.3;-0.2;0.1;0;NAN;-0.9;-1.1;HIGHER
2003;FRL;Provence-Alpes-Côte d'Azur;30.1;1.84;7.8;11.7;10.1;3.8;0;27.3;33.7;0.1;-0.01;0.1;-0.2;0.3;0.5;NAN;-2.8;8.1;LOWER
2004;FRL;Provence-Alpes-Côte d'Azur;30.2;1.88;7.8;11.8;9.1;3.8;0;25.3;35.3;0.1;0.04;0;0.1;-1;0;NAN;-2;1.6;LOWER
2005;FRL;Provence-Alpes-Côte d'Azur;30.2;1.89;7.5;11.7;9.5;3.1;0;27.7;37.4;0;0.01;-0.3;-0.1;0.4;-0.7;NAN;2.4;2.1;LOWER
2006;FRL;Provence-Alpes-Côte d'Azur;30.1;1.95;7.2;11.9;9.1;3.4;0;24.8;38.1;-0.1;0.06;-0.3;0.2;-0.4;0.3;NAN;-2.9;0.7;LOWER
2007;FRL;Provence-Alpes-Côte d'Azur;30.2;1.94;1.3;11.8;9.2;3.5;0;22.3;38;0.1;-0.01;-5.9;-0.1;0.1;0.1;NAN;-2.5;-0.1;LOWER
2008;FRL;Provence-Alpes-Côte d'Azur;30.1;2;-1.5;12;9.3;3;0;18.2;38.5;-0.1;0.06;-2.8;0.2;0.1;-0.5;NAN;-4.1;0.5;HIGHER
2009;FRL;Provence-Alpes-Côte d'Azur;30.1;2.01;-0.5;12;9.4;3.3;0;17.5;44.2;0;0.01;1;0;0.1;0.3;NAN;-0.7;5.7;HIGHER
2010;FRL;Provence-Alpes-Côte d'Azur;30.2;2.05;0.6;12.2;9.4;3.1;0;19.2;36.4;0.1;0.04;1.1;0.2;0;-0.2;NAN;1.7;-7.8;HIGHER
2011;FRL;Provence-Alpes-Côte d'Azur;30.2;2.03;1.2;12;9.2;3.1;0;19.7;36.2;0;-0.02;0.6;-0.2;-0.2;0;NAN;0.5;-0.2;LOWER
2012;FRL;Provence-Alpes-Côte d'Azur;30.3;2.06;1.2;12.1;9.6;2.8;0;21.3;37.9;0.1;0.03;0;0.1;0.4;-0.3;NAN;1.6;1.7;HIGHER
2013;FRL;Provence-Alpes-Côte d'Azur;30.4;2.07;3.4;12.1;9.5;3;0;15;42.9;0.1;0.01;2.2;0;-0.1;0.2;NAN;-6.3;5;LOWER
2014;FRL;Provence-Alpes-Côte d'Azur;30.5;2.06;2.3;11.9;9.4;3.3;0;13.5;44;0.1;-0.01;-1.1;-0.2;-0.1;0.3;NAN;-1.5;1.1;LOWER
2015;FRL;Provence-Alpes-Côte d'Azur;30.7;2.02;1;11.7;9.9;3.4;106;15;46.1;0.2;-0.04;-1.3;-0.2;0.5;0.1;NAN;1.5;2.1;HIGHER
2016;FRL;Provence-Alpes-Côte d'Azur;30.8;1.99;1.3;11.5;9.9;3.3;106;17.4;41.2;0.1;-0.03;0.3;-0.2;0;-0.1;0;2.4;-4.9;LOWER
2017;FRL;Provence-Alpes-Côte d'Azur;30.9;1.98;1.1;11.4;10.1;3.2;104;16.1;42.7;0.1;-0.01;-0.2;-0.1;0.2;-0.1;-2;-1.3;1.5;UNKNOWN
2000;FRL0;Provence-Alpes-Côte d'Azur;29.7;1.82;7.2;12;9.9;4.4;0;30.7;24.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRL0;Provence-Alpes-Côte d'Azur;29.8;1.85;7.4;12.1;9.7;3.3;0;31;26.7;0.1;0.03;0.2;0.1;-0.2;-1.1;NAN;0.3;2.5;HIGHER
2002;FRL0;Provence-Alpes-Côte d'Azur;30;1.85;7.7;11.9;9.8;3.3;0;30.1;25.6;0.2;0;0.3;-0.2;0.1;0;NAN;-0.9;-1.1;HIGHER
2003;FRL0;Provence-Alpes-Côte d'Azur;30.1;1.84;7.8;11.7;10.1;3.8;0;27.3;33.7;0.1;-0.01;0.1;-0.2;0.3;0.5;NAN;-2.8;8.1;LOWER
2004;FRL0;Provence-Alpes-Côte d'Azur;30.2;1.88;7.8;11.8;9.1;3.8;0;25.3;35.3;0.1;0.04;0;0.1;-1;0;NAN;-2;1.6;LOWER
2005;FRL0;Provence-Alpes-Côte d'Azur;30.2;1.89;7.5;11.7;9.5;3.1;0;27.7;37.4;0;0.01;-0.3;-0.1;0.4;-0.7;NAN;2.4;2.1;LOWER
2006;FRL0;Provence-Alpes-Côte d'Azur;30.1;1.95;7.2;11.9;9.1;3.4;0;24.8;38.1;-0.1;0.06;-0.3;0.2;-0.4;0.3;NAN;-2.9;0.7;LOWER
2007;FRL0;Provence-Alpes-Côte d'Azur;30.2;1.94;1.3;11.8;9.2;3.5;0;22.3;38;0.1;-0.01;-5.9;-0.1;0.1;0.1;NAN;-2.5;-0.1;LOWER
2008;FRL0;Provence-Alpes-Côte d'Azur;30.1;2;-1.5;12;9.3;3;0;18.2;38.5;-0.1;0.06;-2.8;0.2;0.1;-0.5;NAN;-4.1;0.5;HIGHER
2009;FRL0;Provence-Alpes-Côte d'Azur;30.1;2.01;-0.5;12;9.4;3.3;0;17.5;44.2;0;0.01;1;0;0.1;0.3;NAN;-0.7;5.7;HIGHER
2010;FRL0;Provence-Alpes-Côte d'Azur;30.2;2.05;0.6;12.2;9.4;3.1;0;19.2;36.4;0.1;0.04;1.1;0.2;0;-0.2;NAN;1.7;-7.8;HIGHER
2011;FRL0;Provence-Alpes-Côte d'Azur;30.2;2.03;1.2;12;9.2;3.1;0;19.7;36.2;0;-0.02;0.6;-0.2;-0.2;0;NAN;0.5;-0.2;LOWER
2012;FRL0;Provence-Alpes-Côte d'Azur;30.3;2.06;1.2;12.1;9.6;2.8;0;21.3;37.9;0.1;0.03;0;0.1;0.4;-0.3;NAN;1.6;1.7;HIGHER
2013;FRL0;Provence-Alpes-Côte d'Azur;30.4;2.07;3.4;12.1;9.5;3;0;15;42.9;0.1;0.01;2.2;0;-0.1;0.2;NAN;-6.3;5;LOWER
2014;FRL0;Provence-Alpes-Côte d'Azur;30.5;2.06;2.3;11.9;9.4;3.3;0;13.5;44;0.1;-0.01;-1.1;-0.2;-0.1;0.3;NAN;-1.5;1.1;LOWER
2015;FRL0;Provence-Alpes-Côte d'Azur;30.7;2.02;1;11.7;9.9;3.4;106;15;46.1;0.2;-0.04;-1.3;-0.2;0.5;0.1;NAN;1.5;2.1;HIGHER
2016;FRL0;Provence-Alpes-Côte d'Azur;30.8;1.99;1.3;11.5;9.9;3.3;106;17.4;41.2;0.1;-0.03;0.3;-0.2;0;-0.1;0;2.4;-4.9;LOWER
2017;FRL0;Provence-Alpes-Côte d'Azur;30.9;1.98;1.1;11.4;10.1;3.2;104;16.1;42.7;0.1;-0.01;-0.2;-0.1;0.2;-0.1;-2;-1.3;1.5;UNKNOWN
2000;FRM;Corse;29.7;1.67;17;10.9;10.1;4.1;0;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRM;Corse;30;1.55;17.7;9.9;9.9;2.2;0;0;0;0.3;-0.12;0.7;-1;-0.2;-1.9;NAN;NAN;NAN;HIGHER
2002;FRM;Corse;30;1.57;17.9;9.9;10;2.5;0;0;0;0;0.02;0.2;0;0.1;0.3;NAN;NAN;NAN;LOWER
2003;FRM;Corse;30.2;1.53;17.9;9.5;9.9;1.1;0;72.4;0;0.2;-0.04;0;-0.4;-0.1;-1.4;NAN;NAN;NAN;LOWER
2004;FRM;Corse;30.2;1.52;17.9;9.3;9.4;4.9;0;67;0;0;-0.01;0;-0.2;-0.5;3.8;NAN;-5.4;NAN;LOWER
2005;FRM;Corse;30.6;1.62;17;9.9;9.6;3.8;0;0;0;0.4;0.1;-0.9;0.6;0.2;-1.1;NAN;NAN;NAN;LOWER
2006;FRM;Corse;30.2;1.57;16.9;9.5;9.2;1.4;0;0;0;-0.4;-0.05;-0.1;-0.4;-0.4;-2.4;NAN;NAN;NAN;LOWER
2007;FRM;Corse;30.5;1.57;12.1;9.5;9.1;3.9;0;0;0;0.3;0;-4.8;0;-0.1;2.5;NAN;NAN;NAN;LOWER
2008;FRM;Corse;30.2;1.62;8.5;9.7;9.2;2;0;0;0;-0.3;0.05;-3.6;0.2;0.1;-1.9;NAN;NAN;NAN;HIGHER
2009;FRM;Corse;30.2;1.64;12.6;9.8;9.3;2.7;0;0;0;0;0.02;4.1;0.1;0.1;0.7;NAN;NAN;NAN;HIGHER
2010;FRM;Corse;30.2;1.62;15.3;9.6;9.5;4.3;0;0;0;0;-0.02;2.7;-0.2;0.2;1.6;NAN;NAN;NAN;LOWER
2011;FRM;Corse;30.1;1.64;5.3;9.8;9.4;3.6;0;0;0;-0.1;0.02;-10;0.2;-0.1;-0.7;NAN;NAN;NAN;HIGHER
2012;FRM;Corse;30.4;1.57;12.1;9.5;9.2;1.3;0;0;0;0.3;-0.07;6.8;-0.3;-0.2;-2.3;NAN;NAN;NAN;HIGHER
2013;FRM;Corse;30.2;1.5;12.8;9;9.4;3.4;0;25.7;15.8;-0.2;-0.07;0.7;-0.5;0.2;2.1;NAN;NAN;NAN;LOWER
2014;FRM;Corse;30.8;1.52;9.6;9.2;9.4;3.7;0;20.1;14.3;0.6;0.02;-3.2;0.2;0;0.3;NAN;-5.6;-1.5;HIGHER
2015;FRM;Corse;30.6;1.46;10.4;8.7;9.4;3.8;92;7.2;53;-0.2;-0.06;0.8;-0.5;0;0.1;NAN;-12.9;38.7;LOWER
2016;FRM;Corse;30.9;1.47;9.8;8.8;9.3;3.4;92;8;48.6;0.3;0.01;-0.6;0.1;-0.1;-0.4;0;0.8;-4.4;LOWER
2017;FRM;Corse;31.1;1.46;9.5;8.7;9.4;5.8;92;24.6;32.1;0.2;-0.01;-0.3;-0.1;0.1;2.4;0;16.6;-16.5;UNKNOWN
2000;FRM0;Corse;29.7;1.67;17;10.9;10.1;4.1;0;0;0;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;FRM0;Corse;30;1.55;17.7;9.9;9.9;2.2;0;0;0;0.3;-0.12;0.7;-1;-0.2;-1.9;NAN;NAN;NAN;HIGHER
2002;FRM0;Corse;30;1.57;17.9;9.9;10;2.5;0;0;0;0;0.02;0.2;0;0.1;0.3;NAN;NAN;NAN;LOWER
2003;FRM0;Corse;30.2;1.53;17.9;9.5;9.9;1.1;0;72.4;0;0.2;-0.04;0;-0.4;-0.1;-1.4;NAN;NAN;NAN;LOWER
2004;FRM0;Corse;30.2;1.52;17.9;9.3;9.4;4.9;0;67;0;0;-0.01;0;-0.2;-0.5;3.8;NAN;-5.4;NAN;LOWER
2005;FRM0;Corse;30.6;1.62;17;9.9;9.6;3.8;0;0;0;0.4;0.1;-0.9;0.6;0.2;-1.1;NAN;NAN;NAN;LOWER
2006;FRM0;Corse;30.2;1.57;16.9;9.5;9.2;1.4;0;0;0;-0.4;-0.05;-0.1;-0.4;-0.4;-2.4;NAN;NAN;NAN;LOWER
2007;FRM0;Corse;30.5;1.57;12.1;9.5;9.1;3.9;0;0;0;0.3;0;-4.8;0;-0.1;2.5;NAN;NAN;NAN;LOWER
2008;FRM0;Corse;30.2;1.62;8.5;9.7;9.2;2;0;0;0;-0.3;0.05;-3.6;0.2;0.1;-1.9;NAN;NAN;NAN;HIGHER
2009;FRM0;Corse;30.2;1.64;12.6;9.8;9.3;2.7;0;0;0;0;0.02;4.1;0.1;0.1;0.7;NAN;NAN;NAN;HIGHER
